date time,[Input]Dam/water_level,[SP]Control Group 1/PID Rule,[Output]Woodruff_Dam_simple/CrestLevel,[IP]Control Group 1/PID Rule,[DP]Control Group 1/PID Rule,[PID]Control Group 1/PID Rule_isActive
2023-08-11 01:15:00,23.1426603324,23.1916224,21.6389189184,,,1
2023-08-11 01:20:00,23.1413691648,23.1916224,21.6427481277,,,1
2023-08-11 01:25:00,23.1399818194,23.1916224,21.6467962559,,,1
2023-08-11 01:30:00,23.1386396486,23.1916224,21.6510045671,,,1
2023-08-11 01:35:00,23.137157482,23.1926384,21.6561310296,,,1
2023-08-11 01:40:00,23.1354262335,23.1936544,21.661519378,,,1
2023-08-11 01:45:00,23.1334014528,23.1946704,21.6672718269,,,1
2023-08-11 01:50:00,23.1312817833,23.1946704,21.6725677878,,,1
2023-08-11 01:55:00,23.1294436598,23.1946704,21.6780668405,,,1
2023-08-11 02:00:00,23.1279498995,23.1946704,21.6834509435,,,1
2023-08-11 02:05:00,23.1266796566,23.1956864,21.6895229423,,,1
2023-08-11 02:10:00,23.1252479786,23.1967024,21.695553301,,,1
2023-08-11 02:15:00,23.1235746244,23.1977184,21.7018596688,,,1
2023-08-11 02:20:00,23.1218656579,23.1967024,21.7067732175,,,1
2023-08-11 02:25:00,23.1206896644,23.1956864,21.7117568353,,,1
2023-08-11 02:30:00,23.1200525237,23.1946704,21.7163236738,,,1
2023-08-11 02:35:00,23.1196905564,23.1956864,21.72218422,,,1
2023-08-11 02:40:00,23.1191661382,23.1967024,21.7279073043,,,1
2023-08-11 02:45:00,23.1184925657,23.1977184,21.7338527746,,,1
2023-08-11 02:50:00,23.1177900362,23.1977184,21.7391451821,,,1
2023-08-11 02:55:00,23.1172828704,23.1977184,21.7445029075,,,1
2023-08-11 03:00:00,23.1167107857,23.1977184,21.7497347718,,,1
2023-08-11 03:05:00,23.1160058826,23.1987344,21.7559266572,,,1
2023-08-11 03:10:00,23.1152187336,23.1997504,21.7623280508,,,1
2023-08-11 03:15:00,23.114471206,23.2007664,21.76890343,,,1
2023-08-11 03:20:00,23.1137791553,23.2007664,21.7746791631,,,1
2023-08-11 03:25:00,23.1130036164,23.2007664,21.7804520383,,,1
2023-08-11 03:30:00,23.1122450863,23.2007664,21.7863382364,,,1
2023-08-11 03:35:00,23.1115694074,23.2017824,21.7931301,,,1
2023-08-11 03:40:00,23.1111821794,23.2027984,21.7999571827,,,1
2023-08-11 03:45:00,23.1109988625,23.2038144,21.8066376981,,,1
2023-08-11 03:50:00,23.1108778145,23.2048304,21.8132270437,,,1
2023-08-11 03:55:00,23.1108358172,23.2058464,21.8198347972,,,1
