x,y
719981.52,3408857.7
720033.29,3408856.3
720084.68,3408854.8
720136.07,3408853.2
720186.58,3408851.5
720237.1,3408849.7
720287.19,3408848
720337.29,3408846.2
720338.66,3408875.3
720388.28,3408872.4
720438.24,3408869
720439.84,3408897.4
720485.98,3408894.2
720484.38,3408865.9
720531.4,3408864.1
720530.67,3408837.2
720586.81,3408833.5
720642.95,3408829.8
720695.28,3408826.2
720747.6,3408822.5
720799.52,3408818.5
720851.43,3408814.5
720853.71,3408838.3
720902.94,3408831.6
720952.46,3408827
720953.73,3408850.5
721008.01,3408844
721010.61,3408866
721064.87,3408859.6
721067.44,3408881.7
721120.82,3408874.8
721174.19,3408867.9
721227.47,3408859.6
721280.74,3408851.2
721331.5,3408842.1
721382.27,3408833.1
721433.58,3408825.6
721484.89,3408818
721538.34,3408808.8
721591.8,3408799.6
721642.59,3408787.7
721693.39,3408775.9
721787.54,3408751
721876.31,3408729.5
721961.3,3408716.9
722034.33,3408709.7
722096.45,3408704.1
722150.95,3408702.6
722205.56,3408708.7
722271.25,3408724.7
722357.96,3408747.4
722454.77,3408767.4
722538.81,3408782.2
722620.51,3408794.6
722691.12,3408801.1
722753.93,3408800.9
722814.07,3408796.6
722884.03,3408790.7
722965.99,3408780.2
723025.36,3408779.5
723073.12,3408783.4
723118.05,3408789.7
723164.17,3408798.9
723215.01,3408812.1
723269.76,3408828.2
723329.36,3408848.3
723412.79,3408883.6
723500.97,3408921.5
723581.95,3408952.4
723634.67,3408973.1
723676.34,3408996
723712.7,3409023.5
723741.61,3409051.1
723761.78,3409076.7
723777.48,3409101
723789.72,3409126.3
723799.66,3409154.9
723806.67,3409189.2
723810.39,3409229.2
723812.27,3409271.4
723813.38,3409309.5
723810.81,3409338.5
723803.38,3409361.3
723791.62,3409382.9
723776.78,3409406.7
723758.83,3409436.8
723736.3,3409474.2
723694.09,3409532.9
723652.22,3409592.3
723608.52,3409647.4
723570.48,3409712
723549.04,3409778.4
723537.84,3409840.5
723532.96,3409898.2
723532.38,3409951.9
723534.76,3410004.7
723539.89,3410062.6
723549.02,3410125.7
723559.82,3410180
723572.69,3410227.6
723589.66,3410271.3
723611.92,3410310.5
723637.68,3410345.4
723665.06,3410376.8
723690.54,3410405.7
723709.76,3410433.5
723727.95,3410461.1
723744.12,3410487.8
723758.88,3410515.3
723771.94,3410544.6
723782.98,3410578
723791.84,3410618.2
723797.68,3410667
723799.52,3410720.9
723797.5,3410789.8
723801.62,3410875.8
723803.02,3410975.5
723793.57,3411068.7
723778.32,3411138.3
723757.91,3411204.7
723741.28,3411280.7
723726.03,3411347
723711.42,3411398.9
723701.24,3411431.2
723691.42,3411455
723678.14,3411475.6
723660.3,3411498.1
723636.29,3411524.5
723606.97,3411563
723588.57,3411613
723574.74,3411665.7
723559.75,3411730.8
723546.54,3411804.3
723536.96,3411869.2
723526.2,3411917.4
723514.19,3411959.4
723503.88,3412000.1
723492.06,3412039.1
723472.49,3412083
723441.19,3412137.5
723398.5,3412205.6
723358.53,3412275.2
723324.66,3412345.4
723296.5,3412414
723273.94,3412479.5
723258.44,3412544.3
723252.85,3412607.9
723254.91,3412667.7
723261.17,3412725.7
723273.05,3412788.6
723294.89,3412855.4
723323.23,3412927.9
723356.42,3413008.5
723394.51,3413092.9
723433.11,3413183
723464.3,3413268
723488.64,3413366.8
723523.54,3413461.3
723564.53,3413551.2
723593.8,3413625.6
723612.99,3413690.7
723622.85,3413740.8
723626.55,3413780.4
723627.09,3413816.3
723624.91,3413852.7
723618.03,3413895.3
723604.35,3413957.3
723590.8,3414033.4
723588.53,3414113
723589.1,3414199.1
723595.91,3414306
723626.06,3414393.7
723647.55,3414455.8
723663.57,3414513.9
723683.41,3414571.9
723707.61,3414633.3
723742.24,3414700.6
723785.09,3414768.4
723833.43,3414836
723879.82,3414893.2
723925.9,3414957.6
723965.79,3415023
724011.64,3415088.9
724054.41,3415147.8
724092.93,3415190.6
724122.41,3415224.9
724153.26,3415254.6
724181.71,3415285.5
724215.64,3415319.9
724262.3,3415355
724315.72,3415371.6
724366.64,3415384.2
724419.71,3415392.4
724479.78,3415403.2
724557.18,3415410.8
724646.37,3415408.2
724746.03,3415400.2
724849.79,3415390.4
724947.56,3415382.2
725035.63,3415377.8
725120.31,3415380.3
725214.3,3415385.4
725215.47,3415360.3
725216.46,3415335
725217.26,3415309.5
725217.87,3415283.7
725218.3,3415257.7
725218.74,3415231.4
725219.18,3415204.8
725219.63,3415177.9
725220.08,3415150.7
725220.54,3415123.2
725120.99,3415121.6
725022.75,3415127.1
724924.3,3415140.8
724825.69,3415154.2
724724.34,3415164.5
724632.13,3415172.6
724556.77,3415174.5
724492.94,3415175.6
724442.95,3415175.9
724403.2,3415174.1
724369.4,3415170.3
724338.8,3415163.8
724309.74,3415154.5
724281.71,3415142.6
724254.73,3415127.9
724228.11,3415110.6
724202.18,3415089.9
724173.37,3415056.7
724138.74,3415005.7
724105.96,3414943.3
724077.64,3414874
724039.13,3414791.4
723994.37,3414722.9
723952.2,3414661.4
723919.51,3414603
723892.35,3414548.1
723872.86,3414501.7
723859.08,3414458.6
723851.25,3414413
723848.85,3414356.5
723850.42,3414281.5
723849.51,3414190.7
723846.58,3414109.5
723842.01,3414040.9
723838.7,3413980.7
723843.38,3413921.7
723850.31,3413867.5
723854.98,3413813.8
723851.97,3413752.7
723832.67,3413693.4
723808.55,3413629.1
723774.79,3413554.3
723736.33,3413475.3
723695.78,3413387.2
723662.07,3413306.6
723627.02,3413212.8
723592.98,3413120.3
723559.01,3413029.6
723537.4,3412946.8
723518.46,3412866.4
723502.12,3412800.9
723495.63,3412752.2
723494.08,3412709.2
723495.09,3412669.6
723498.99,3412631.8
723507.32,3412592.9
723519.29,3412549
723534.32,3412501.2
723555.83,3412449.8
723584.5,3412394.4
723618.35,3412334.6
723662.7,3412263.6
723697.19,3412192.2
723726.1,3412132.8
723750.58,3412074
723764.69,3412009.6
723760.21,3411947.8
723755.94,3411892.4
723759.12,3411832.8
723769.28,3411771.4
723782.96,3411719
723794.14,3411678.4
723803.3,3411647.4
723812.62,3411620.6
723823.25,3411596
723838.96,3411570.1
723858.08,3411537.8
723873.75,3411497.3
723885.68,3411450.2
723898.72,3411388.1
723912.45,3411317.4
723926.58,3411240
723935.28,3411168.3
723943.55,3411088.3
723953.67,3410988.9
723970.76,3410888.7
723989.78,3410806.1
724005.57,3410727.3
724003.52,3410650.4
723996.13,3410584.5
723985.68,3410524.5
723970.11,3410470.2
723948.68,3410423.1
723926.14,3410381
723900.3,3410339.5
723867.15,3410302.7
723831.56,3410271.5
723798.24,3410245.1
723771.77,3410224.2
723750.06,3410206.2
723732.59,3410187.7
723718.44,3410165.7
723707.24,3410137.9
723699.15,3410099.5
723693.39,3410051
723697.58,3410009.6
723706.15,3409969.6
723716.61,3409929.9
723730.28,3409889.2
723746.79,3409846.6
723766.28,3409803.2
723790.57,3409757.3
723823.76,3409700.6
723853.59,3409639.2
723894.19,3409581.4
723926.51,3409536.4
723951.66,3409496
723971.67,3409455
723981.99,3409408.1
723984.29,3409360.6
723982.34,3409308.9
723973.48,3409254.8
723960.24,3409203.9
723946.16,3409155.7
723931.39,3409109.5
723913.94,3409068.6
723895.4,3409029.2
723867.15,3408994
723835.5,3408960.1
723795.45,3408924
723748.46,3408888.9
723696.79,3408856.4
723638.47,3408826.3
723562.44,3408788.8
723479.98,3408743.7
723392.61,3408699.8
723325.66,3408671.1
723265.11,3408646.9
723201.75,3408627.6
723140.02,3408619
723082.54,3408615.3
723019.93,3408617.5
722948.88,3408626.5
722869.46,3408636.9
722811,3408637.2
722758.63,3408634.4
722707.37,3408629.5
722650.23,3408620
722579.82,3408603.4
722509.09,3408580
722427.33,3408543.7
722346.75,3408501.4
722263.22,3408466.7
722183.19,3408447.5
722109.33,3408437.9
722035.69,3408431.8
721954.14,3408425.7
721858.89,3408418.4
721759.11,3408409.6
721656.49,3408401.6
721601.72,3408399.6
721546.95,3408397.6
721546.6,3408376.5
721546.25,3408355.5
721491.15,3408356.4
721436.05,3408357.3
721383.29,3408360.9
721384.77,3408382.4
721332.37,3408386.7
721282.84,3408390.8
721233.3,3408393.8
721234.66,3408416.1
721185.26,3408418.8
721135.87,3408421.5
721088.43,3408421.8
721041,3408422.1
720994.25,3408419.8
720947.5,3408417.5
720946.02,3408441.4
720897.34,3408438.2
720849.56,3408433.8
720798.64,3408429.5
720801.34,3408403.4
720750.89,3408398.3
720696.3,3408393.3
720641.71,3408388.3
720643.83,3408359.4
720596.28,3408355.5
720598.85,3408325.9
720551.75,3408321.4
720503.09,3408315.6
720500.09,3408345.5
720451.77,3408340.2
720449.12,3408370.7
720400.75,3408366.4
720398.13,3408396.9
720395.88,3408427.3
720347.35,3408423.5
720297.91,3408419.7
720248.46,3408415.9
720198.79,3408411.7
720201.39,3408380.6
720152.14,3408375.9
720155.16,3408344.3
720106.36,3408338.6
720057.55,3408333
720007.07,3408325.4
719956.59,3408317.8
719966.13,3408249
719867.92,3408231.3
719764.63,3408213.9
719653.63,3408193.3
719665.5,3408116.9
719570.44,3408097.4
719475.02,3408077.8
719383.25,3408056.4
719295.34,3408034.2
719211.29,3408012
719130.94,3407989.6
719053.37,3407966.2
718977.22,3407941.7
718901.72,3407916.7
718826.16,3407891.5
718750.66,3407868
718677.44,3407845.2
718608.6,3407820.9
718574.79,3407914.6
718497.05,3407886
718460.55,3407977.3
718368.27,3407939
718280.81,3407901.1
718200.04,3407867.1
718242.3,3407776.4
718151.67,3407734.2
718061.04,3407691.9
717970.41,3407649.7
718012.67,3407559
717922.04,3407516.8
717831.41,3407474.5
717740.78,3407432.2
717650.15,3407390
717559.52,3407347.7
717468.89,3407305.5
717378.25,3407263.2
717287.62,3407220.9
717196.99,3407178.7
717106.36,3407136.4
717148.62,3407045.8
717057.99,3407003.5
716967.36,3406961.3
716876.73,3406919
716786.1,3406876.7
716695.47,3406834.5
716604.84,3406792.2
716514.21,3406749.9
716423.58,3406707.7
716332.95,3406665.4
716242.32,3406623.2
716151.69,3406580.9
716061.05,3406538.6
715970.42,3406496.4
715879.79,3406454.1
715789.16,3406411.9
715698.53,3406369.6
715740.79,3406279
715650.16,3406236.7
715559.53,3406194.4
715468.9,3406152.2
715378.27,3406109.9
715287.64,3406067.6
715197.01,3406025.4
715106.38,3405983.1
715148.64,3405892.5
715058.01,3405850.2
714967.38,3405808
714876.75,3405765.7
714786.12,3405723.4
714695.49,3405681.2
714604.86,3405638.9
714562.59,3405729.6
714471.96,3405687.3
714381.33,3405645
714339.07,3405735.7
714248.44,3405693.4
714157.81,3405651.1
714067.18,3405608.9
713976.55,3405566.6
713885.92,3405524.4
713795.29,3405482.1
713704.65,3405439.8
713614.02,3405397.6
713523.39,3405355.3
713432.76,3405313
713342.13,3405270.8
713251.5,3405228.5
713160.87,3405186.3
713118.61,3405276.9
713027.98,3405234.6
712937.35,3405192.4
712846.72,3405150.1
712804.45,3405240.7
712713.82,3405198.5
712623.19,3405156.2
712532.56,3405113.9
712490.3,3405204.6
712444.98,3405183.4
712423.85,3405228.8
712378.54,3405207.6
712357.41,3405252.9
712312.09,3405231.8
712266.78,3405210.7
712245.65,3405256
712224.51,3405301.3
712133.88,3405259.1
712043.25,3405216.8
711952.62,3405174.5
711861.99,3405132.3
711771.36,3405090
711813.62,3404999.4
711722.99,3404957.1
711632.36,3404914.9
711541.73,3404872.6
711451.1,3404830.3
711360.47,3404788.1
711402.73,3404697.4
711312.1,3404655.2
711221.47,3404612.9
711130.84,3404570.7
711040.21,3404528.4
710949.58,3404486.1
710907.31,3404576.8
710816.68,3404534.5
710774.42,3404625.1
710683.79,3404582.9
710641.53,3404673.5
710550.9,3404631.2
710460.27,3404589
710369.64,3404546.7
710327.38,3404637.3
710236.74,3404595.1
710194.48,3404685.7
710103.85,3404643.4
710061.59,3404734.1
710019.33,3404824.7
709928.7,3404782.4
709886.44,3404873.1
709865.3,3404918.4
709844.17,3404963.7
709823.04,3405009
709801.91,3405054.3
709756.6,3405033.2
709735.47,3405078.5
709690.15,3405057.4
709669.02,3405102.7
709623.7,3405081.6
709578.39,3405060.4
709533.07,3405039.3
709487.76,3405018.2
709442.44,3404997.1
709397.13,3404975.9
709351.81,3404954.8
709306.5,3404933.7
709261.18,3404912.5
709215.87,3404891.4
709125.23,3404849.1
709082.97,3404939.8
708992.34,3404897.5
708901.71,3404855.2
708811.08,3404813
708768.82,3404903.6
708678.19,3404861.4
708587.56,3404819.1
708496.93,3404776.8
708406.3,3404734.6
708448.56,3404643.9
708357.93,3404601.7
708267.3,3404559.4
708176.67,3404517.2
708218.93,3404426.5
708128.3,3404384.3
708037.67,3404342
707947.03,3404299.7
707856.4,3404257.5
707814.14,3404348.1
707723.51,3404305.8
707632.88,3404263.6
707675.14,3404172.9
707584.51,3404130.7
707493.88,3404088.4
707403.25,3404046.2
707312.62,3404003.9
707221.99,3403961.6
707131.36,3403919.4
707089.1,3404010
706998.47,3403967.7
706907.83,3403925.5
706817.2,3403883.2
706726.57,3403841
706635.94,3403798.7
706545.31,3403756.4
706587.57,3403665.8
706496.94,3403623.5
706406.31,3403581.3
706315.68,3403539
706225.05,3403496.8
706182.79,3403587.4
706092.16,3403545.1
706001.53,3403502.9
705910.9,3403460.6
705868.63,3403551.2
705778,3403509
705687.37,3403466.7
705596.74,3403424.5
705506.11,3403382.2
705548.37,3403291.6
705457.74,3403249.3
705367.11,3403207
705409.37,3403116.4
705318.74,3403074.1
705228.11,3403031.9
705137.48,3402989.6
705046.85,3402947.4
705004.59,3403038
704913.96,3402995.7
704823.33,3402953.5
704732.7,3402911.2
704774.96,3402820.6
704684.33,3402778.3
704726.59,3402687.7
704635.96,3402645.4
704678.22,3402554.8
704720.48,3402464.2
704762.74,3402373.5
704805,3402282.9
704895.64,3402325.2
704937.9,3402234.5
704980.16,3402143.9
705022.42,3402053.3
705113.05,3402095.5
705155.31,3402004.9
705197.58,3401914.3
705239.84,3401823.6
705330.47,3401865.9
705372.73,3401775.3
705414.99,3401684.6
705457.25,3401594
705499.52,3401503.4
705408.88,3401461.1
705451.15,3401370.5
705493.41,3401279.8
705535.67,3401189.2
705445.04,3401147
705487.3,3401056.3
705529.56,3400965.7
705571.82,3400875.1
705614.09,3400784.4
705656.35,3400693.8
705565.72,3400651.5
705607.98,3400560.9
705650.24,3400470.3
705559.61,3400428
705601.87,3400337.4
705644.13,3400246.8
705686.4,3400156.1
705728.66,3400065.5
705638.03,3400023.2
705680.29,3399932.6
705589.66,3399890.3
705631.92,3399799.7
705541.29,3399757.4
705450.66,3399715.2
705360.03,3399672.9
705269.4,3399630.7
705178.77,3399588.4
705088.14,3399546.1
704997.5,3399503.9
704952.19,3399482.7
704906.87,3399461.6
704861.56,3399440.5
704816.24,3399419.4
704770.93,3399398.2
704725.61,3399377.1
704736.28,3399354.5
704746.95,3399331.9
704757.52,3399309.2
704768.08,3399286.6
704778.65,3399263.9
704789.21,3399241.3
704799.78,3399218.6
704810.34,3399195.9
704820.91,3399173.3
704831.48,3399150.6
704842.04,3399128
704852.61,3399105.3
704863.17,3399082.6
704873.74,3399060
704851.08,3399049.4
704828.42,3399038.9
704805.76,3399028.3
704783.11,3399017.7
704760.45,3399007.2
704737.79,3398996.6
704715.13,3398986
704692.48,3398975.5
704669.82,3398964.9
704647.16,3398954.3
704624.5,3398943.8
704601.85,3398933.2
704579.19,3398922.6
704556.53,3398912.1
704545.96,3398934.7
704535.4,3398957.4
704524.83,3398980
704514.27,3399002.7
704503.7,3399025.4
704493.14,3399048
704482.57,3399070.7
704472.01,3399093.3
704461.44,3399116
704450.88,3399138.7
704440.31,3399161.3
704429.74,3399184
704419.07,3399206.6
704408.4,3399229.2
704385.75,3399218.6
704363.09,3399208
704317.77,3399186.9
704272.46,3399165.8
704181.83,3399123.5
704091.2,3399081.3
704000.57,3399039
703958.3,3399129.6
703916.04,3399220.3
703873.78,3399310.9
703783.15,3399268.6
703740.89,3399359.3
703698.63,3399449.9
703656.36,3399540.5
703614.1,3399631.1
703523.47,3399588.9
703481.21,3399679.5
703390.58,3399637.3
703348.32,3399727.9
703306.06,3399818.5
703215.42,3399776.3
703173.16,3399866.9
703082.53,3399824.6
703040.27,3399915.3
702949.64,3399873
702907.38,3399963.6
702816.75,3399921.4
702726.12,3399879.1
702635.49,3399836.8
702544.85,3399794.6
702502.59,3399885.2
702460.33,3399975.8
702369.7,3399933.6
702327.44,3400024.2
702236.81,3399981.9
702194.55,3400072.6
702152.28,3400163.2
702061.65,3400120.9
702019.39,3400211.6
701928.76,3400169.3
701886.5,3400259.9
701795.87,3400217.7
701753.61,3400308.3
701711.34,3400398.9
701620.71,3400356.7
701578.45,3400447.3
701536.19,3400537.9
701493.93,3400628.6
701403.3,3400586.3
701361.04,3400676.9
701318.77,3400767.6
701228.14,3400725.3
701185.88,3400815.9
701095.25,3400773.7
701052.99,3400864.3
700962.36,3400822.1
700920.1,3400912.7
700829.46,3400870.4
700787.2,3400961.1
700744.94,3401051.7
700702.68,3401142.3
700660.42,3401232.9
700618.16,3401323.6
700575.89,3401414.2
700533.63,3401504.8
700443,3401462.6
700400.74,3401553.2
700358.48,3401643.8
700316.22,3401734.5
700273.95,3401825.1
700183.32,3401782.8
700141.06,3401873.5
700098.8,3401964.1
700056.54,3402054.7
700014.28,3402145.4
699972.01,3402236
699929.75,3402326.6
699839.12,3402284.4
699796.86,3402375
699754.6,3402465.6
699663.97,3402423.4
699621.71,3402514
699579.44,3402604.6
699488.81,3402562.4
699446.55,3402653
699404.29,3402743.6
699313.66,3402701.4
699271.4,3402792
699180.77,3402749.7
699138.5,3402840.4
699096.24,3402931
699053.98,3403021.6
698963.35,3402979.4
698921.09,3403070
698878.83,3403160.6
698788.2,3403118.4
698745.93,3403209
698703.67,3403299.6
698613.04,3403257.4
698570.78,3403348
698480.15,3403305.7
698437.89,3403396.4
698347.26,3403354.1
698304.99,3403444.7
698214.36,3403402.5
698172.1,3403493.1
698081.47,3403450.8
698039.21,3403541.5
697996.95,3403632.1
697954.68,3403722.7
697912.42,3403813.4
697870.16,3403904
697827.9,3403994.6
697785.64,3404085.2
697743.38,3404175.9
697701.11,3404266.5
697658.85,3404357.1
697616.59,3404447.8
697574.33,3404538.4
697664.96,3404580.7
697622.7,3404671.3
697713.33,3404713.6
697671.07,3404804.2
697761.7,3404846.4
697852.33,3404888.7
697810.07,3404979.3
697767.8,3405070
697725.54,3405160.6
697683.28,3405251.2
697641.02,3405341.9
697598.76,3405432.5
697556.49,3405523.1
697514.23,3405613.8
697471.97,3405704.4
697429.71,3405795
697387.45,3405885.6
697296.82,3405843.4
697254.56,3405934
697212.29,3406024.6
697302.92,3406066.9
697260.66,3406157.5
697239.53,3406202.9
697218.4,3406248.2
697197.27,3406293.5
697176.14,3406338.8
697155.01,3406384.1
697200.32,3406405.2
697179.19,3406450.6
697224.51,3406471.7
697203.38,3406517
697182.25,3406562.3
697227.56,3406583.5
697206.43,3406628.8
697251.75,3406649.9
697230.61,3406695.2
697209.48,3406740.5
697254.8,3406761.7
697233.67,3406807
697212.54,3406852.3
697257.85,3406873.4
697236.72,3406918.7
697282.04,3406939.9
697327.35,3406961
697306.22,3407006.3
697351.54,3407027.4
697330.41,3407072.8
697375.72,3407093.9
697354.59,3407139.2
697333.46,3407184.5
697378.77,3407205.7
697357.64,3407251
697336.51,3407296.3
697315.38,3407341.6
697294.25,3407386.9
697273.12,3407432.2
697318.44,3407453.4
697297.3,3407498.7
697276.17,3407544
697321.49,3407565.1
697300.36,3407610.4
697279.23,3407655.8
697324.54,3407676.9
697303.41,3407722.2
697282.28,3407767.5
697327.6,3407788.7
697306.47,3407834
697285.33,3407879.3
697330.65,3407900.4
697309.52,3407945.7
697288.39,3407991
697333.7,3408012.2
697312.57,3408057.5
697357.89,3408078.6
697336.76,3408123.9
697315.63,3408169.3
697294.5,3408214.6
697339.81,3408235.7
697318.68,3408281
697297.55,3408326.3
697342.86,3408347.5
697321.73,3408392.8
697300.6,3408438.1
697345.92,3408459.2
697324.79,3408504.5
697314.22,3408527.2
697336.88,3408537.8
697326.31,3408560.4
697329.69,3408589
697327.01,3408611.4
697327.7,3408641.9
697329.89,3408668.9
697334.83,3408691.4
697334.28,3408707.7
697333.1,3408721.6
697333.21,3408735.8
697334.02,3408747.2
697335.88,3408756.4
697333.71,3408765.7
697329.52,3408772.4
697325.19,3408782.1
697321.49,3408793
697320.84,3408805.7
697319.68,3408820.6
697317.78,3408835.3
697314.83,3408850.1
697310.91,3408865.2
697306.43,3408880.9
697301.61,3408897.3
697296.8,3408914.6
697292.52,3408932.8
697289.4,3408951.8
697287.61,3408970.8
697286.69,3408989.5
697286.32,3409008.1
697286.44,3409026.7
697287.33,3409045.3
697288.75,3409063.8
697290.68,3409082
697293.13,3409099.9
697296.16,3409117.8
697300.09,3409135.7
697305.06,3409153.2
697310.8,3409170.1
697316.87,3409186.6
697323.01,3409202.9
697329.43,3409219.5
697336.44,3409236.3
697344.23,3409253
697352.62,3409269.2
697361.25,3409284.9
697369.84,3409300.1
697378.23,3409315
697386.32,3409330
697394.08,3409345
697401.46,3409360.1
697408.45,3409375.2
697415.15,3409390.2
697421.65,3409405.1
697428.08,3409420.3
697434.62,3409435.9
697441.4,3409451.9
697448.46,3409468.1
697455.63,3409484.2
697462.55,3409500.2
697469.05,3409516.1
697475.18,3409532.3
697480.99,3409548.7
697486.72,3409565.3
697492.18,3409581.8
697497.4,3409598.4
697502.53,3409615.2
697507.69,3409632
697513.01,3409648.8
697518.6,3409665.7
697524.3,3409682.5
697530.02,3409699.1
697535.75,3409715.7
697541.58,3409732.2
697547.43,3409748.8
697553.41,3409765.4
697559.69,3409782.1
697566.24,3409798.7
697572.93,3409815.2
697579.66,3409831.6
697586.22,3409847.7
697592.38,3409863.6
697598.13,3409879.2
697603.36,3409894.5
697608.32,3409910.2
697613.54,3409925.8
697618.73,3409941.5
697623.92,3409957.5
697629.03,3409973.9
697633.9,3409990.3
697638.3,3410006.3
697642.02,3410021.8
697645.17,3410036.5
697647.43,3410050.9
697649.07,3410065.8
697650.54,3410081.6
697652.12,3410097.9
697653.56,3410114.7
697654.89,3410131.7
697656.13,3410148.8
697657.5,3410165.9
697659.04,3410182.8
697660.78,3410199.4
697662.96,3410215.6
697666.33,3410231.3
697671.3,3410245.7
697677.49,3410258.4
697684.33,3410269.6
697691.85,3410280.3
697700.62,3410290.7
697710.5,3410300.6
697716.08,3410306
697721.66,3410311.4
697727.9,3410317.3
697734.14,3410323.1
697737.8,3410326.9
697740.84,3410330
697744.68,3410334.3
697748.55,3410338.7
697751.98,3410343.9
697756.23,3410351.7
697760.81,3410360
697764.68,3410370.1
697767.57,3410381.3
697768.56,3410391.3
697768.09,3410401.8
697766.93,3410413.5
697765.48,3410422.9
697762.79,3410435.7
697765.07,3410450.2
697754.25,3410471.2
697744.19,3410492.1
697734.58,3410512.1
697724.42,3410531.5
697713.84,3410551
697703.11,3410570.5
697692.3,3410590
697681.46,3410609.3
697670.62,3410628.5
697659.74,3410647.5
697648.76,3410666.2
697637.57,3410684.7
697626.08,3410702.9
697614.15,3410721.2
697602.05,3410739.4
697589.56,3410757.5
697576.57,3410775.7
697563.16,3410794.1
697549.48,3410812.9
697535.64,3410832
697521.66,3410851.9
697508.25,3410872.6
697495.59,3410893.4
697483.47,3410914.1
697471.71,3410934.7
697460.24,3410955.2
697448.89,3410975.4
697437.64,3410995.6
697426.5,3411015.5
697415.5,3411035.3
697404.7,3411055
697394.13,3411074.5
697383.86,3411093.9
697373.88,3411113
697364.17,3411132
697354.67,3411150.7
697345.32,3411169.2
697335.97,3411187.8
697326.83,3411206.7
697317.92,3411225.5
697309.11,3411244.5
697300.41,3411263.9
697291.93,3411283.8
697283.78,3411304.2
697275.94,3411325.6
697269.69,3411348.7
697266.26,3411369.7
697261.99,3411388.6
697256.15,3411405.9
697248.7,3411425.3
697242.81,3411447.5
697238.23,3411467.3
697233.53,3411486.1
697228.27,3411504.1
697222.16,3411521.9
697215.17,3411540.3
697207.7,3411559.7
697200.37,3411581
697194.2,3411604.2
697190.46,3411629.4
697190.73,3411654.4
697192.63,3411676.7
697194.57,3411697.8
697196.32,3411718.8
697198.47,3411739.6
697200.28,3411760.7
697202.67,3411783.6
697207.55,3411806
697212.5,3411826.9
697217.08,3411847.5
697221.66,3411868.2
697226.19,3411888.9
697230.43,3411909.7
697234.6,3411930.9
697239.11,3411952.3
697244.16,3411973.2
697249.3,3411993
697253.9,3412011.8
697257.9,3412029.9
697261.03,3412047.5
697263.3,3412065.3
697264.95,3412083.5
697266.2,3412102.4
697267.2,3412122.1
697268.15,3412142.7
697269.19,3412164.1
697270.5,3412186.4
697272.35,3412209.1
697274.52,3412232.2
697277.12,3412255.5
697280.31,3412279.1
697284.15,3412302.4
697288.26,3412325.1
697292.19,3412347.3
697295.72,3412369.3
697299.03,3412391.5
697302.26,3412413.8
697305.51,3412436.1
697308.82,3412458.4
697312.16,3412480.5
697315.31,3412502.2
697317.99,3412523.7
697320.06,3412545.3
697321.6,3412567.3
697322.96,3412590
697324.44,3412613.3
697326.4,3412637.3
697329.17,3412661.3
697332.55,3412684.8
697336.08,3412707.6
697339.36,3412729.6
697342.13,3412751.2
697344.28,3412772.3
697345.67,3412793.1
697346.46,3412813.8
697346.59,3412833.9
697345.33,3412853.6
697342.71,3412873.6
697339.13,3412894.3
697335.02,3412915.9
697331.09,3412938.5
697328.08,3412961.8
697326.68,3412985.9
697327.72,3413009.5
697330.47,3413031.2
697333.74,3413051.4
697337.31,3413071.1
697341.71,3413090.4
697346.78,3413109.4
697352.92,3413128.4
697360.66,3413147.2
697369.74,3413165.2
697379.72,3413182.5
697390.72,3413199.6
697403.01,3413216.2
697416.28,3413231.7
697429.63,3413246.2
697442.66,3413260
697455.52,3413274.1
697468.7,3413287.9
697481.8,3413301.5
697494.98,3413315.1
697508.61,3413329
697523.23,3413343.1
697539.42,3413357
697557.28,3413369.7
697575.89,3413380.3
697594.16,3413389.8
697612.5,3413398.5
697630.86,3413406.8
697649.6,3413415
697669.35,3413422.9
697690.61,3413429.8
697711.9,3413434.5
697732.34,3413438.7
697752.91,3413442.9
697773.58,3413446.7
697794.16,3413450.5
697814.87,3413454.5
697835.71,3413458.6
697856.65,3413462.8
697877.67,3413467.1
697898.68,3413471.4
697919.65,3413475.5
697940.45,3413479.2
697960.59,3413482.3
697979.77,3413485.1
697998.03,3413487.9
698015.44,3413490.7
698032.09,3413493.6
698048.08,3413496.7
698063.46,3413500.1
698078.29,3413503.7
698092.66,3413507.8
698106.57,3413512.2
698120.09,3413517.3
698133.24,3413522.9
698146.01,3413529.1
698158.33,3413535.9
698170.12,3413543.4
698181.39,3413551.8
698192.27,3413560.8
698202.52,3413570.2
698212.04,3413580.2
698220.97,3413590.7
698229.35,3413601.6
698237.18,3413612.6
698244.32,3413623.7
698250.75,3413634.9
698256.66,3413646.2
698262.15,3413657.6
698267.3,3413669.1
698272.16,3413680.7
698276.9,3413692.5
698281.39,3413704.5
698285.57,3413716.6
698289.45,3413729.2
698292.93,3413742.1
698295.92,3413755.7
698298.34,3413770
698300.19,3413785.3
698301.58,3413801.8
698302.66,3413819.3
698303.61,3413837.7
698304.41,3413856.6
698304.89,3413875.7
698304.84,3413894.8
698304.04,3413914
698302.51,3413933.5
698300.52,3413953
698297.74,3413972.6
698294.51,3413992.5
698291.25,3414012.6
698288.15,3414032.5
698285.06,3414051.9
698281.79,3414070.8
698278.22,3414089.2
698274.23,3414107.2
698269.76,3414125.2
698264.86,3414143.3
698259.69,3414161.4
698254.2,3414179.5
698248.39,3414197.7
698242.27,3414215.7
698235.71,3414233.7
698228.7,3414251.8
698221.38,3414269.8
