x,y
699695.01,3406364.7
699700.65,3406360.8
699708.19,3406355.3
699716.63,3406349.1
699726.77,3406341.7
699738.43,3406333.1
699751.03,3406323.9
699764.47,3406313.7
699779.94,3406301.8
699801.24,3406284.9
699824.83,3406265.1
699848.51,3406244.1
699872.18,3406222.3
699867.03,3406216.8
699889.32,3406195.4
699911.63,3406173.3
699934.69,3406149.8
699940.66,3406155.6
699961.81,3406133.6
699983.41,3406110.6
700004.71,3406087.1
700025.71,3406062.9
700046.24,3406037.7
700065.87,3406011.4
700084.33,3405984.4
700102.26,3405956.3
700092.75,3405950.4
700109.45,3405922.8
700099.83,3405917.1
700115.7,3405889.4
700105.77,3405883.9
700120.03,3405857.3
700135.01,3405828.1
700145.99,3405833.7
700160.48,3405805.7
700172.1,3405811.7
700186.18,3405784.5
700200.48,3405754.2
700213.91,3405760.2
700226.56,3405729.5
700237.61,3405698
700247.59,3405666.6
700256.62,3405634.8
700264.42,3405603
700271.25,3405571.6
700277.58,3405540.9
700283.88,3405510.7
700290.47,3405480.9
700297.07,3405451.6
700303.08,3405423.7
700308.1,3405398.7
700312.18,3405376.8
700315.71,3405356.7
700318.08,3405337.5
700320.28,3405318.4
700325.59,3405302.1
700327.98,3405287.4
700334.09,3405275
700341.27,3405257.7
700349.51,3405239.9
700356.79,3405222.8
700365.46,3405203.4
700374.84,3405181.9
700382.41,3405162.9
700389.81,3405142.3
700397.44,3405120.7
700408.69,3405103.8
700411.26,3405085.3
700429.06,3405069
700445.73,3405053.1
700462.06,3405037.1
700478.12,3405021
700494.05,3405004.8
700509.95,3404988.5
700521.41,3404979.4
700533.63,3404970.7
700546.33,3404960.9
700559.53,3404950.9
700573.54,3404941.3
700586.94,3404933.2
700602.93,3404929.6
700624.14,3404922.7
700646.37,3404916.6
700668.44,3404909.6
700689.46,3404903.8
700711.96,3404896.6
700736.08,3404889.7
700762.3,3404901.8
700782.46,3404910.6
700802.67,3404919.7
700821.43,3404928
700838.71,3404925
700857.66,3404921.5
700885.55,3404916.8
700906.17,3404905.9
700928.83,3404916.5
700939.39,3404893.8
700962.05,3404904.4
700984.71,3404915
700995.27,3404892.3
701005.84,3404869.7
701026.97,3404824.3
701072.29,3404845.5
701093.42,3404800.2
701114.55,3404754.8
701135.68,3404709.5
701156.81,3404664.2
701202.12,3404685.3
701247.44,3404706.5
701268.57,3404661.2
701289.7,3404615.8
701335.02,3404637
701356.15,3404591.7
701401.46,3404612.8
701422.59,3404567.5
701467.91,3404588.6
701489.04,3404543.3
701510.17,3404498
701555.49,3404519.1
701576.62,3404473.8
701621.93,3404494.9
701643.06,3404449.6
701688.38,3404470.7
701730.64,3404380.1
701821.27,3404422.4
701863.53,3404331.7
701905.8,3404241.1
701948.06,3404150.5
702038.69,3404192.7
702129.32,3404235
702171.58,3404144.4
702262.21,3404186.6
702304.47,3404096
702346.74,3404005.4
702437.37,3404047.6
702479.63,3403957
702521.89,3403866.4
702564.15,3403775.7
702606.41,3403685.1
702697.04,3403727.4
702739.31,3403636.7
702781.57,3403546.1
702690.94,3403503.8
702733.2,3403413.2
702642.57,3403371
702551.94,3403328.7
702461.31,3403286.4
702503.57,3403195.8
702545.83,3403105.2
702636.46,3403147.4
702727.09,3403189.7
702769.35,3403099.1
702859.98,3403141.3
702950.62,3403183.6
703041.25,3403225.8
702998.98,3403316.5
703089.62,3403358.7
703047.35,3403449.4
703005.09,3403540
702962.83,3403630.6
702920.57,3403721.3
703011.2,3403763.5
702968.94,3403854.2
703059.57,3403896.4
703017.31,3403987
703107.94,3404029.3
703198.57,3404071.6
703289.2,3404113.8
703379.83,3404156.1
703337.57,3404246.7
703428.2,3404289
703518.83,3404331.2
703476.57,3404421.9
703567.2,3404464.1
703524.94,3404554.8
703615.57,3404597
703706.2,3404639.3
703663.94,3404729.9
703754.57,3404772.2
703845.2,3404814.4
703935.83,3404856.7
704026.46,3404899
704117.09,3404941.2
704207.72,3404983.5
704165.46,3405074.1
704123.2,3405164.8
704080.93,3405255.4
704038.67,3405346
704129.3,3405388.3
704219.93,3405430.5
704310.57,3405472.8
704401.2,3405515.1
704491.83,3405557.3
704534.09,3405466.7
704624.72,3405509
704666.98,3405418.3
704757.61,3405460.6
704848.24,3405502.9
704938.87,3405545.1
704896.61,3405635.7
704987.24,3405678
705077.87,3405720.3
705035.61,3405810.9
705126.24,3405853.2
705216.87,3405895.4
705307.5,3405937.7
705398.13,3405979.9
705488.77,3406022.2
705579.4,3406064.5
705537.13,3406155.1
705494.87,3406245.7
705585.5,3406288
705676.13,3406330.3
705633.87,3406420.9
705724.5,3406463.1
705815.13,3406505.4
705905.76,3406547.7
705996.4,3406589.9
706087.03,3406632.2
706044.76,3406722.8
706135.4,3406765.1
706226.03,3406807.3
706183.76,3406898
706274.39,3406940.2
706365.03,3406982.5
706455.66,3407024.8
706546.29,3407067
706636.92,3407109.3
706727.55,3407151.6
706818.18,3407193.8
706908.81,3407236.1
706951.07,3407145.4
707041.7,3407187.7
707132.33,3407230
707174.6,3407139.3
707265.23,3407181.6
707355.86,3407223.9
707446.49,3407266.1
707537.12,3407308.4
707579.38,3407217.8
707670.01,3407260
707712.27,3407169.4
707802.9,3407211.6
707893.53,3407253.9
707851.27,3407344.5
707941.9,3407386.8
708032.53,3407429.1
708123.17,3407471.3
708165.43,3407380.7
708256.06,3407423
708346.69,3407465.2
708304.43,3407555.8
708395.06,3407598.1
708485.69,3407640.4
708576.32,3407682.6
708666.95,3407724.9
708709.21,3407634.3
708799.84,3407676.5
708890.47,3407718.8
708932.74,3407628.2
709023.37,3407670.4
709114,3407712.7
709204.63,3407754.9
709162.37,3407845.6
709120.1,3407936.2
709077.84,3408026.8
709035.58,3408117.5
708993.32,3408208.1
709083.95,3408250.4
709041.69,3408341
709132.32,3408383.3
709090.06,3408473.9
709180.69,3408516.1
709138.43,3408606.8
709229.06,3408649
709186.79,3408739.7
709277.42,3408781.9
709235.16,3408872.6
709192.9,3408963.2
709150.64,3409053.8
709241.27,3409096.1
709199.01,3409186.7
709289.64,3409229
709380.27,3409271.2
709470.9,3409313.5
709561.53,3409355.8
709652.16,3409398
709694.42,3409307.4
709785.05,3409349.7
709875.69,3409391.9
709966.32,3409434.2
709924.05,3409524.8
710014.69,3409567.1
710105.32,3409609.3
710063.05,3409700
710153.69,3409742.2
710244.32,3409784.5
710334.95,3409826.7
710425.58,3409869
710467.84,3409778.4
710558.47,3409820.6
710600.73,3409730
710691.36,3409772.3
710781.99,3409814.5
710872.62,3409856.8
710963.25,3409899.1
711053.89,3409941.3
711096.15,3409850.7
711186.78,3409893
711277.41,3409935.2
711368.04,3409977.5
711458.67,3410019.7
711549.3,3410062
711507.04,3410152.6
711597.67,3410194.9
711555.41,3410285.5
711513.15,3410376.2
711470.88,3410466.8
711428.62,3410557.4
711386.36,3410648
711344.1,3410738.7
711434.73,3410780.9
711392.47,3410871.6
711350.21,3410962.2
711307.94,3411052.8
711265.68,3411143.5
711356.31,3411185.7
711314.05,3411276.4
711271.79,3411367
711362.42,3411409.2
711320.16,3411499.9
711277.9,3411590.5
711368.53,3411632.8
711326.27,3411723.4
711416.9,3411765.7
711374.64,3411856.3
711465.27,3411898.6
711555.9,3411940.8
711646.53,3411983.1
711604.27,3412073.7
711694.9,3412116
711652.63,3412206.6
711743.27,3412248.9
711701,3412339.5
711791.63,3412381.8
711883.17,3412424.5
711843.53,3412514.8
711933.7,3412555.4
711974.91,3412466.7
712016.46,3412375.6
712057.42,3412285
712099.68,3412194.4
712009.05,3412152.1
712051.31,3412061.5
712093.57,3411970.9
712135.84,3411880.2
712178.1,3411789.6
712220.36,3411699
712129.73,3411656.7
712171.99,3411566.1
712214.25,3411475.4
712123.62,3411433.2
712165.88,3411342.6
712075.25,3411300.3
712117.51,3411209.7
712159.78,3411119
712069.15,3411076.8
712111.41,3410986.1
712153.67,3410895.5
712063.04,3410853.2
712105.3,3410762.6
712014.67,3410720.4
712056.93,3410629.7
712099.19,3410539.1
712008.56,3410496.8
712050.82,3410406.2
712093.09,3410315.6
712002.46,3410273.3
712044.72,3410182.7
712086.98,3410092
712129.24,3410001.4
712171.5,3409910.8
712213.76,3409820.2
712123.13,3409777.9
712165.4,3409687.3
712207.66,3409596.6
712249.92,3409506
712159.29,3409463.7
712201.55,3409373.1
712110.92,3409330.8
712153.18,3409240.2
712195.44,3409149.6
712104.81,3409107.3
712147.07,3409016.7
712056.44,3408974.4
711965.81,3408932.2
712008.07,3408841.5
711917.44,3408799.3
711826.81,3408757
711736.18,3408714.8
711645.55,3408672.5
711554.92,3408630.2
711464.29,3408588
711373.66,3408545.7
711283.03,3408503.4
711240.77,3408594.1
711150.14,3408551.8
711059.5,3408509.5
711101.77,3408418.9
711011.14,3408376.7
710920.51,3408334.4
710962.77,3408243.8
710872.14,3408201.5
710781.51,3408159.2
710690.87,3408117
710600.24,3408074.7
710642.51,3407984.1
710551.87,3407941.8
710461.24,3407899.6
710370.61,3407857.3
710328.35,3407947.9
710237.72,3407905.7
710195.46,3407996.3
710104.83,3407954
710014.2,3407911.8
709923.57,3407869.5
709832.94,3407827.3
709742.3,3407785
709784.57,3407694.4
709826.83,3407603.7
709736.2,3407561.5
709778.46,3407470.8
709687.83,3407428.6
709597.2,3407386.3
709639.46,3407295.7
709681.72,3407205.1
709591.09,3407162.8
709633.35,3407072.2
709542.72,3407029.9
709452.09,3406987.6
709494.35,3406897
709403.72,3406854.7
709445.98,3406764.1
709355.35,3406721.8
709397.62,3406631.2
709306.98,3406589
709349.25,3406498.3
709258.62,3406456.1
709300.88,3406365.4
709210.25,3406323.2
709252.51,3406232.5
709294.77,3406141.9
709337.03,3406051.3
709427.66,3406093.5
709469.92,3406002.9
709560.56,3406045.2
709651.19,3406087.4
709693.45,3405996.8
709735.71,3405906.2
709826.34,3405948.4
709916.97,3405990.7
709959.23,3405900.1
710049.86,3405942.3
710140.49,3405984.6
710231.13,3406026.9
710321.76,3406069.1
710412.39,3406111.4
710370.13,3406202
710460.76,3406244.3
710551.39,3406286.5
710642.02,3406328.8
710684.28,3406238.2
710774.91,3406280.4
710817.17,3406189.8
710907.8,3406232.1
710998.43,3406274.3
711040.7,3406183.7
711131.33,3406225.9
711221.96,3406268.2
711264.22,3406177.6
711354.85,3406219.8
711445.48,3406262.1
711536.11,3406304.4
711578.37,3406213.7
711669,3406256
711759.63,3406298.3
711850.27,3406340.5
711940.9,3406382.8
712031.53,3406425
712122.16,3406467.3
712212.79,3406509.6
712303.42,3406551.8
712345.68,3406461.2
712436.31,3406503.5
712526.94,3406545.7
712569.2,3406455.1
712659.84,3406497.4
712750.47,3406539.6
712841.1,3406581.9
712931.73,3406624.1
713022.36,3406666.4
713112.99,3406708.7
713155.25,3406618
713245.88,3406660.3
713336.51,3406702.6
713427.14,3406744.8
713472.46,3406765.9
713517.77,3406787.1
713563.09,3406808.2
713608.4,3406829.3
713653.72,3406850.5
713699.04,3406871.6
713744.35,3406892.7
713789.67,3406913.9
713834.98,3406935
713880.3,3406956.1
713925.61,3406977.3
713970.93,3406998.4
714016.24,3407019.5
714061.56,3407040.6
714106.87,3407061.8
714152.19,3407082.9
714197.5,3407104
714242.82,3407125.2
714288.14,3407146.3
714333.45,3407167.4
714354.58,3407122.1
714399.9,3407143.2
714445.21,3407164.4
714490.53,3407185.5
714535.84,3407206.6
714581.16,3407227.8
714626.47,3407248.9
714671.79,3407270
714717.11,3407291.2
714762.42,3407312.3
714807.74,3407333.4
714853.05,3407354.6
714831.92,3407399.9
714877.24,3407421
714922.55,3407442.1
714967.87,3407463.3
715013.18,3407484.4
715058.5,3407505.5
715103.81,3407526.7
715124.94,3407481.3
715170.26,3407502.5
715215.57,3407523.6
715260.89,3407544.7
715282.02,3407499.4
715327.34,3407520.6
715372.65,3407541.7
715417.97,3407562.8
715463.28,3407583.9
715508.6,3407605.1
715553.91,3407626.2
715599.23,3407647.3
715644.54,3407668.5
715689.86,3407689.6
715735.17,3407710.7
715780.49,3407731.9
715825.81,3407753
715871.12,3407774.1
715916.44,3407795.3
715895.31,3407840.6
715940.62,3407861.7
715919.49,3407907
715964.81,3407928.1
716010.12,3407949.3
716055.44,3407970.4
716034.3,3408015.7
716079.62,3408036.9
716058.49,3408082.2
716103.8,3408103.3
716082.67,3408148.6
716061.54,3408193.9
716106.86,3408215.1
716152.17,3408236.2
716131.04,3408281.5
716176.36,3408302.6
716221.67,3408323.8
716200.54,3408369.1
716245.86,3408390.2
716291.17,3408411.3
716336.49,3408432.5
716381.8,3408453.6
716427.12,3408474.7
716472.43,3408495.9
716517.75,3408517
716538.88,3408471.7
716584.2,3408492.8
716605.33,3408447.5
716650.64,3408468.6
716695.96,3408489.8
716741.27,3408510.9
716786.59,3408532
716831.9,3408553.2
716877.22,3408574.3
716922.54,3408595.4
716967.85,3408616.5
717013.17,3408637.7
717058.48,3408658.8
717103.8,3408679.9
717149.11,3408701.1
717194.43,3408722.2
717239.74,3408743.3
717285.06,3408764.5
717330.37,3408785.6
717375.69,3408806.7
717421,3408827.9
717466.32,3408849
717511.64,3408870.1
717532.77,3408824.8
717578.08,3408845.9
717623.4,3408867.1
717644.53,3408821.8
717696.71,3408845.9
717748.88,3408870.1
717801.15,3408893.4
717853.41,3408916.7
717873.17,3408871.3
717892.92,3408825.9
717948.89,3408846.5
718004.85,3408867.1
718058.37,3408884.3
718111.9,3408901.4
718164.4,3408918.1
718216.9,3408934.8
718268.73,3408950.1
718320.56,3408965.4
718424.87,3408992.4
718530.3,3409015.7
718637.52,3409035.3
718746.96,3409050.6
718858.01,3409060.2
718968.99,3409064.1
719077.99,3409063.1
719180.38,3409058.9
719179.96,3408974.8
719296.68,3408970
719406.46,3408963.4
719458.83,3408959.6
719456.38,3408920.5
719509.86,3408917.1
719507.36,3408879
719562.03,3408875.9
719616.7,3408872.8
719669.4,3408869.9
719722.09,3408867
719720.88,3408831.4
719772.67,3408829.5
719825.35,3408828.1
719826.2,3408862.4
719877.97,3408860.8
719929.75,3408859.1
